Sample	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	141
fastQC | 126	22438.0	21852.0	23496.0	24575.0	25521.0	25782.0	25960.0	26713.0	27868.0	30016.0	28292.0	26442.0	33423.0	40161.0	48503.0	55656.0	59828.0	68954.0	81963.0	87683.0	91526.0	94573.0	98311.0	232320.0	5610580.0
fastQC | 127	16637.0	16514.0	17712.0	18784.0	19670.0	20167.0	20114.0	20852.0	21542.0	23239.0	22154.0	19787.0	25550.0	31452.0	38373.0	44638.0	47377.0	55776.0	66490.0	70951.0	73896.0	76340.0	79305.0	190669.0	4577187.0
fastQC | 128	12657.0	12380.0	13440.0	13751.0	14340.0	14683.0	14482.0	14747.0	15356.0	16733.0	15638.0	14137.0	18638.0	22581.0	27638.0	32368.0	34773.0	40277.0	48943.0	52011.0	53813.0	56003.0	57632.0	137872.0	3168661.0
fastQC | 129	15933.0	15477.0	16482.0	17467.0	17988.0	17805.0	17274.0	17844.0	18178.0	19208.0	18438.0	17181.0	21310.0	24862.0	29177.0	33639.0	36376.0	41324.0	48153.0	51339.0	53738.0	55153.0	57728.0	138025.0	3492067.0
fastQC | 13	19671.0	18951.0	20141.0	21020.0	22127.0	22790.0	22135.0	22532.0	23249.0	25136.0	24155.0	22561.0	28244.0	31639.0	36945.0	42807.0	47146.0	52503.0	60716.0	64247.0	68205.0	70884.0	75543.0	182529.0	4882757.0
fastQC | 130	17673.0	17383.0	18288.0	18957.0	19886.0	19794.0	19897.0	20162.0	21344.0	22860.0	21326.0	19238.0	25109.0	30395.0	37383.0	43596.0	47665.0	54385.0	65476.0	70122.0	73009.0	75630.0	78865.0	184942.0	4202116.0
fastQC | 131	3241.0	3029.0	3444.0	3621.0	3726.0	3760.0	3673.0	3776.0	3761.0	4011.0	3779.0	3671.0	4489.0	5231.0	6246.0	7257.0	8069.0	9057.0	10521.0	11162.0	11684.0	12065.0	12527.0	30866.0	796724.0
fastQC | 132	9791.0	9662.0	10447.0	10963.0	11153.0	11366.0	11324.0	11701.0	12035.0	13105.0	12380.0	11600.0	14619.0	16988.0	20212.0	23317.0	25572.0	28953.0	34339.0	36604.0	38109.0	39469.0	41632.0	101467.0	2637369.0
fastQC | 133	6996.0	7217.0	7687.0	8032.0	8472.0	8462.0	8513.0	8931.0	9466.0	10611.0	9911.0	9227.0	12061.0	13891.0	16802.0	19331.0	21759.0	25236.0	29920.0	32504.0	34362.0	35220.0	37556.0	96639.0	2892181.0
fastQC | 134	10466.0	10566.0	11327.0	11906.0	12765.0	12660.0	12913.0	13463.0	13925.0	15142.0	13987.0	13006.0	16445.0	19748.0	24156.0	28023.0	30980.0	35757.0	42642.0	45310.0	47360.0	48952.0	51332.0	125457.0	3235152.0
fastQC | 135	11148.0	11206.0	12187.0	12768.0	13714.0	13650.0	13559.0	13828.0	14475.0	15902.0	15051.0	13807.0	17665.0	20726.0	24892.0	29118.0	31972.0	36424.0	42767.0	45796.0	47462.0	48776.0	51271.0	124594.0	3204312.0
fastQC | 136	7187.0	7341.0	8138.0	8561.0	9137.0	9377.0	9036.0	9625.0	10013.0	10934.0	10229.0	9487.0	11862.0	14247.0	17425.0	20066.0	21904.0	25211.0	30639.0	32658.0	33609.0	33867.0	35304.0	87982.0	2245131.0
fastQC | 137	2854.0	2822.0	3116.0	3133.0	3337.0	3183.0	3259.0	3279.0	3368.0	3609.0	3425.0	3078.0	4012.0	4683.0	5596.0	6548.0	7003.0	8096.0	9504.0	9898.0	10219.0	10788.0	11073.0	26877.0	668837.0
fastQC | 138	8218.0	7989.0	9070.0	9384.0	9925.0	10107.0	10279.0	10601.0	10791.0	11356.0	10833.0	10228.0	12875.0	15040.0	18259.0	21067.0	23571.0	27077.0	32522.0	34823.0	36164.0	37450.0	39556.0	97058.0	2504281.0
fastQC | 139	8806.0	7942.0	8299.0	8965.0	10289.0	12170.0	15188.0	17566.0	19014.0	20327.0	17043.0	12705.0	14470.0	15253.0	16724.0	19006.0	20556.0	23628.0	28230.0	30975.0	31557.0	32652.0	35181.0	83336.0	2520386.0
fastQC | 14	4203.0	3778.0	4241.0	4476.0	4688.0	4783.0	4750.0	4687.0	4864.0	5291.0	5131.0	4764.0	5880.0	6817.0	7955.0	9230.0	10419.0	11140.0	13221.0	13870.0	14858.0	15578.0	16815.0	40664.0	1128402.0
fastQC | 140	7790.0	7067.0	7410.0	7842.0	8917.0	11056.0	13271.0	15653.0	16627.0	17869.0	14893.0	10648.0	12364.0	13015.0	14601.0	16415.0	17414.0	20409.0	24549.0	26684.0	27111.0	28315.0	29896.0	71410.0	2060550.0
fastQC | 141	7094.0	6567.0	6743.0	7572.0	8578.0	10324.0	12739.0	15187.0	16072.0	17277.0	14661.0	10659.0	12166.0	12513.0	13929.0	15286.0	16769.0	19397.0	23307.0	25363.0	26263.0	27023.0	28631.0	69625.0	2087553.0
fastQC | 142	7368.0	6765.0	6994.0	7927.0	9018.0	10889.0	13390.0	15348.0	16535.0	18087.0	15195.0	11197.0	12607.0	13214.0	14505.0	16389.0	17672.0	20743.0	24731.0	26961.0	28043.0	28835.0	30749.0	74706.0	2221322.0
fastQC | 143	7666.0	6851.0	7051.0	7642.0	8859.0	10368.0	12644.0	14755.0	15886.0	16934.0	14258.0	10742.0	12193.0	12670.0	13849.0	15861.0	17463.0	19734.0	23402.0	25518.0	26052.0	26874.0	28631.0	69118.0	2013189.0
fastQC | 144	6792.0	6107.0	6119.0	6679.0	7730.0	9479.0	11478.0	13459.0	14625.0	15643.0	12866.0	9834.0	11119.0	11477.0	12770.0	14333.0	15747.0	18204.0	21281.0	23066.0	23752.0	24986.0	26635.0	64145.0	1851004.0
fastQC | 145	14123.0	12399.0	12275.0	13288.0	15204.0	17883.0	21895.0	25562.0	27981.0	29895.0	24928.0	18443.0	21192.0	22757.0	25349.0	28217.0	30642.0	34862.0	42230.0	45727.0	46638.0	48248.0	50713.0	124225.0	3540729.0
fastQC | 146	9602.0	8515.0	8779.0	9534.0	10849.0	13067.0	15716.0	18425.0	19867.0	21646.0	17964.0	13361.0	14987.0	15873.0	17744.0	20054.0	21555.0	25190.0	30699.0	33329.0	34662.0	35014.0	37404.0	90219.0	2603190.0
fastQC | 147	5848.0	5798.0	6136.0	6450.0	6655.0	6940.0	6846.0	7178.0	7560.0	8271.0	7629.0	6801.0	9166.0	10939.0	13441.0	15655.0	17479.0	21203.0	26302.0	29248.0	30266.0	29761.0	32017.0	76322.0	2064329.0
fastQC | 148	5318.0	5626.0	6091.0	6391.0	6989.0	7108.0	7323.0	7596.0	8121.0	8878.0	8831.0	7677.0	10352.0	12350.0	15037.0	17652.0	19698.0	24455.0	29815.0	35065.0	36460.0	32590.0	36607.0	80245.0	2349071.0
fastQC | 149	4966.0	4988.0	5403.0	5542.0	5979.0	6083.0	6088.0	6408.0	6788.0	7282.0	7009.0	6221.0	8063.0	9563.0	11674.0	13423.0	14743.0	17278.0	21956.0	24284.0	25000.0	24492.0	26275.0	62895.0	1659003.0
fastQC | 15	5129.0	5554.0	6169.0	6604.0	7169.0	7522.0	7575.0	8177.0	8811.0	9665.0	9701.0	9079.0	11405.0	13384.0	15469.0	18667.0	20968.0	24086.0	28548.0	30605.0	33037.0	29669.0	33657.0	75998.0	2451156.0
fastQC | 150	6296.0	6332.0	6946.0	7024.0	7365.0	7628.0	7864.0	8008.0	8833.0	9315.0	9037.0	8068.0	10424.0	11995.0	14895.0	17353.0	19248.0	22832.0	28212.0	31334.0	33019.0	31104.0	33957.0	80140.0	2195229.0
fastQC | 151	3080.0	3215.0	3430.0	3606.0	3666.0	3819.0	3963.0	4033.0	4108.0	4694.0	4561.0	4135.0	5211.0	6584.0	7909.0	9365.0	10464.0	12465.0	15190.0	16865.0	17685.0	15834.0	17369.0	40860.0	1049924.0
fastQC | 152	5671.0	5636.0	5971.0	6301.0	6813.0	6923.0	6971.0	7398.0	7611.0	8731.0	8217.0	7318.0	9595.0	11080.0	13655.0	15630.0	17504.0	20573.0	25267.0	28566.0	29981.0	28843.0	31617.0	74673.0	2163837.0
fastQC | 153	9732.0	9725.0	10588.0	11450.0	11930.0	12667.0	12601.0	12842.0	13552.0	15195.0	14578.0	12649.0	16516.0	19093.0	22759.0	26907.0	29818.0	35144.0	43502.0	47813.0	50607.0	49581.0	53469.0	127971.0	3628109.0
fastQC | 154	2319.0	2245.0	2501.0	2573.0	2737.0	2802.0	2856.0	2942.0	3250.0	3570.0	3344.0	3077.0	4135.0	4939.0	5994.0	7084.0	8008.0	9441.0	11973.0	13719.0	14804.0	12723.0	14654.0	32314.0	870360.0
fastQC | 155	8153.0	8079.0	8722.0	9182.0	9484.0	9590.0	9718.0	9890.0	10386.0	11638.0	10447.0	9514.0	12251.0	14000.0	16750.0	19308.0	21304.0	24062.0	29542.0	32095.0	32735.0	34616.0	36358.0	87737.0	2393636.0
fastQC | 156	5986.0	5924.0	6576.0	6983.0	6916.0	7204.0	7303.0	7571.0	8064.0	8581.0	8047.0	7096.0	9441.0	10938.0	13283.0	15323.0	16907.0	19892.0	24247.0	26833.0	27208.0	28396.0	29879.0	70623.0	1728063.0
fastQC | 157	9843.0	9956.0	10510.0	10865.0	11254.0	10924.0	11026.0	10985.0	11438.0	12544.0	11769.0	10672.0	13582.0	15485.0	18163.0	20912.0	23246.0	26725.0	31790.0	34012.0	34998.0	36758.0	39124.0	91845.0	2437494.0
fastQC | 158	8529.0	8437.0	9103.0	9742.0	10225.0	9580.0	10070.0	10067.0	10151.0	11232.0	10273.0	9401.0	12451.0	14158.0	16009.0	18799.0	21222.0	24221.0	28822.0	30852.0	32065.0	33124.0	35943.0	85493.0	2320683.0
fastQC | 159	9538.0	9407.0	9838.0	10437.0	10636.0	10420.0	10599.0	10720.0	11080.0	12228.0	11393.0	10304.0	13044.0	15382.0	18042.0	21206.0	23351.0	26666.0	32145.0	34880.0	35526.0	37323.0	39445.0	94157.0	2483550.0
fastQC | 16	10776.0	10259.0	11281.0	11765.0	12559.0	12925.0	12641.0	13102.0	13291.0	14957.0	14513.0	13636.0	16547.0	19038.0	22111.0	25858.0	28250.0	31651.0	37096.0	39870.0	42172.0	43759.0	46893.0	114219.0	3147511.0
fastQC | 160	8005.0	7937.0	8407.0	9061.0	9057.0	9044.0	9148.0	9324.0	9647.0	10518.0	9736.0	8661.0	11595.0	13170.0	15419.0	17988.0	20016.0	22982.0	27658.0	29436.0	30422.0	31821.0	34460.0	81320.0	2142664.0
fastQC | 161	7653.0	7591.0	8283.0	8918.0	9464.0	9446.0	9085.0	9660.0	9898.0	10992.0	10328.0	9503.0	12235.0	13425.0	16143.0	18769.0	20838.0	23965.0	28524.0	31082.0	32346.0	33811.0	36013.0	88183.0	2520834.0
fastQC | 162	6375.0	6218.0	6880.0	7363.0	7430.0	7677.0	7539.0	7403.0	7594.0	8459.0	8219.0	7249.0	9374.0	10304.0	12018.0	13909.0	15484.0	17556.0	20825.0	22261.0	23448.0	24358.0	26511.0	63164.0	1722450.0
fastQC | 163	18990.0	18908.0	20268.0	21204.0	22240.0	22680.0	22601.0	23162.0	23827.0	26653.0	24901.0	22350.0	28606.0	32248.0	37490.0	43082.0	47880.0	55453.0	65386.0	71180.0	74113.0	77542.0	83333.0	200626.0	5880239.0
fastQC | 164	13265.0	13462.0	14570.0	15491.0	16450.0	16525.0	16474.0	16978.0	17550.0	19816.0	18709.0	17034.0	21719.0	24070.0	27906.0	32504.0	36257.0	41402.0	49742.0	54305.0	56004.0	59033.0	63391.0	151492.0	4453717.0
fastQC | 165	16601.0	16743.0	18008.0	19073.0	19824.0	19932.0	19979.0	20299.0	20785.0	22930.0	21528.0	19159.0	24767.0	27902.0	32148.0	37791.0	41672.0	47444.0	56411.0	61839.0	63256.0	65865.0	71155.0	169740.0	4872448.0
fastQC | 166	43037.0	44454.0	49403.0	54316.0	53889.0	53435.0	53341.0	54494.0	57107.0	64235.0	60809.0	54926.0	71365.0	81008.0	93942.0	108164.0	121406.0	141532.0	170957.0	188757.0	196903.0	204534.0	220854.0	535021.0	16530408.0
fastQC | 167	17384.0	16873.0	18360.0	19342.0	19872.0	20067.0	19804.0	20078.0	20697.0	23097.0	22085.0	19528.0	25139.0	28660.0	33344.0	38544.0	43724.0	50157.0	60053.0	65479.0	67444.0	70963.0	75696.0	179688.0	5083967.0
fastQC | 168	14907.0	15315.0	16298.0	17217.0	18336.0	18745.0	18702.0	19110.0	19631.0	21699.0	20941.0	18429.0	24182.0	27353.0	32335.0	36872.0	40919.0	47931.0	57466.0	62238.0	64495.0	67922.0	72951.0	175523.0	5117047.0
fastQC | 169	19191.0	19129.0	20414.0	21465.0	22333.0	22208.0	22334.0	22779.0	23120.0	25579.0	23517.0	22125.0	27984.0	31445.0	36305.0	41988.0	46426.0	52675.0	62464.0	67626.0	69450.0	72737.0	76993.0	183030.0	4911838.0
fastQC | 17	11674.0	11421.0	12490.0	13242.0	13793.0	14049.0	14300.0	14829.0	15811.0	16813.0	15321.0	14252.0	18553.0	22477.0	27338.0	31852.0	34694.0	40636.0	49721.0	52283.0	55681.0	56980.0	59536.0	144146.0	3386091.0
fastQC | 170	16513.0	16519.0	17909.0	18525.0	19325.0	19622.0	19343.0	19644.0	20291.0	22558.0	21425.0	19191.0	24655.0	27468.0	31757.0	37164.0	41630.0	47542.0	56335.0	62181.0	63362.0	66717.0	71429.0	171717.0	4854441.0
fastQC | 171	3799.0	4002.0	4350.0	4545.0	4539.0	4963.0	5029.0	5104.0	5197.0	5780.0	5415.0	5067.0	6484.0	7243.0	8631.0	10235.0	11210.0	13258.0	16102.0	17398.0	17998.0	19078.0	20641.0	49858.0	1494592.0
fastQC | 172	18322.0	17781.0	19500.0	20233.0	21132.0	20871.0	20374.0	20818.0	21655.0	23844.0	22009.0	19714.0	25876.0	29361.0	33825.0	38951.0	43044.0	49446.0	59163.0	63502.0	65322.0	67971.0	72683.0	170240.0	4445351.0
fastQC | 173	12921.0	12728.0	13565.0	13843.0	14591.0	14638.0	14289.0	14576.0	15030.0	16224.0	15481.0	14082.0	18068.0	20226.0	23545.0	27462.0	30578.0	35175.0	41453.0	44848.0	46461.0	48827.0	51683.0	122827.0	3382431.0
fastQC | 174	13916.0	14281.0	15110.0	16513.0	17417.0	17975.0	17809.0	18854.0	19605.0	22060.0	21325.0	18904.0	24230.0	27758.0	32915.0	38568.0	42460.0	49179.0	59681.0	66796.0	69173.0	71291.0	76338.0	185018.0	5335197.0
fastQC | 175	10524.0	10292.0	11176.0	11344.0	11964.0	12059.0	11916.0	12579.0	12925.0	14223.0	13153.0	11911.0	15122.0	17325.0	19588.0	23236.0	25798.0	29564.0	34930.0	38213.0	39157.0	41669.0	43912.0	104206.0	2840588.0
fastQC | 176	17353.0	16743.0	18210.0	19036.0	19466.0	19352.0	19449.0	19116.0	20015.0	21457.0	20746.0	18627.0	24104.0	27104.0	31100.0	36925.0	40561.0	45940.0	53890.0	58303.0	58894.0	61933.0	65829.0	155962.0	4105935.0
fastQC | 177	8491.0	8733.0	9482.0	10133.0	10325.0	10787.0	11062.0	10990.0	11836.0	13546.0	12865.0	11625.0	14716.0	16627.0	19647.0	22469.0	25006.0	28933.0	34893.0	38297.0	39399.0	41432.0	44415.0	107442.0	3094881.0
fastQC | 178	7247.0	7088.0	7576.0	7883.0	8338.0	8155.0	8267.0	8085.0	8414.0	9267.0	8731.0	7836.0	10053.0	11577.0	13497.0	15469.0	17270.0	19636.0	23190.0	25306.0	25955.0	27179.0	29131.0	69905.0	1915436.0
fastQC | 179	4821.0	4823.0	5175.0	5350.0	5762.0	5847.0	6192.0	6338.0	6666.0	7235.0	7000.0	6164.0	8110.0	9699.0	11828.0	14226.0	15439.0	18102.0	22886.0	24998.0	25738.0	25074.0	26823.0	63071.0	1767616.0
fastQC | 18	26104.0	25925.0	28128.0	29299.0	30984.0	31372.0	31561.0	33335.0	34496.0	36914.0	34431.0	31577.0	40567.0	48679.0	58001.0	67537.0	72274.0	83739.0	99332.0	106525.0	111208.0	116282.0	121333.0	284044.0	6657276.0
fastQC | 180	5801.0	5789.0	6260.0	6458.0	6882.0	7060.0	7128.0	7203.0	7692.0	8405.0	8146.0	7167.0	9699.0	10945.0	13640.0	15866.0	17656.0	20680.0	25091.0	27609.0	28957.0	27250.0	29958.0	69425.0	1924645.0
fastQC | 181	5507.0	5462.0	5563.0	6019.0	6431.0	6500.0	6558.0	6839.0	7146.0	7886.0	7525.0	6729.0	8941.0	10235.0	12084.0	14188.0	15822.0	17856.0	22548.0	24755.0	25385.0	24301.0	26357.0	61585.0	1744225.0
fastQC | 182	6976.0	7050.0	7474.0	8046.0	8369.0	8759.0	9120.0	9515.0	9812.0	11037.0	10471.0	9427.0	12326.0	14389.0	17640.0	20527.0	22863.0	26474.0	32340.0	35507.0	37217.0	35570.0	39169.0	92326.0	2799580.0
fastQC | 183	5820.0	5649.0	6077.0	6427.0	6590.0	6734.0	6775.0	7090.0	7344.0	8068.0	7341.0	6621.0	8927.0	10491.0	13127.0	15277.0	16760.0	19841.0	24205.0	26816.0	27066.0	26900.0	28536.0	68210.0	1688258.0
fastQC | 184	5063.0	5014.0	5641.0	5878.0	6322.0	6362.0	6577.0	7003.0	7098.0	8007.0	7328.0	6658.0	8695.0	10321.0	12448.0	14481.0	16139.0	18721.0	23545.0	25696.0	26835.0	25621.0	27927.0	65847.0	1796049.0
fastQC | 185	6665.0	6824.0	7294.0	7444.0	7724.0	7868.0	8077.0	8567.0	8808.0	9914.0	9708.0	8659.0	11164.0	13259.0	15719.0	18205.0	20438.0	24241.0	29429.0	32339.0	34331.0	32943.0	35684.0	84307.0	2490808.0
fastQC | 186	8306.0	8203.0	8597.0	9416.0	10239.0	10116.0	10458.0	10563.0	10815.0	12448.0	11895.0	10343.0	13774.0	16136.0	19575.0	22989.0	25215.0	29667.0	36196.0	39843.0	40582.0	40044.0	43185.0	101000.0	2756722.0
fastQC | 187	6201.0	6175.0	6332.0	7071.0	7285.0	7526.0	7290.0	7527.0	7911.0	8868.0	8196.0	7269.0	9499.0	10346.0	11851.0	13946.0	15516.0	17767.0	21075.0	23217.0	23975.0	25109.0	26292.0	62665.0	1576595.0
fastQC | 188	6369.0	6010.0	6672.0	6842.0	7090.0	7061.0	7151.0	7419.0	7689.0	8205.0	8144.0	7109.0	9273.0	10429.0	12245.0	14077.0	15378.0	17669.0	21599.0	23702.0	23992.0	25319.0	27140.0	64065.0	1649278.0
fastQC | 189	6331.0	5993.0	6535.0	6758.0	6917.0	7034.0	7021.0	7132.0	7601.0	8303.0	7908.0	7285.0	9380.0	10474.0	12218.0	14215.0	15599.0	18448.0	22012.0	23682.0	24759.0	25974.0	27353.0	65890.0	1667852.0
fastQC | 19	13812.0	14010.0	14850.0	15760.0	16705.0	17277.0	17297.0	17788.0	18604.0	20250.0	19432.0	17327.0	22323.0	26606.0	32715.0	37769.0	40600.0	47302.0	57680.0	62281.0	66811.0	71912.0	74216.0	175251.0	4507019.0
fastQC | 190	6880.0	6592.0	6903.0	7248.0	7657.0	7921.0	7725.0	7972.0	8190.0	9099.0	8736.0	7615.0	9914.0	11297.0	13314.0	15239.0	17036.0	19415.0	23472.0	25565.0	26419.0	28096.0	29579.0	69858.0	1818429.0
fastQC | 191	8666.0	8384.0	8620.0	9223.0	9667.0	9855.0	10021.0	9968.0	10677.0	11573.0	10736.0	9341.0	12319.0	14214.0	16821.0	19253.0	21691.0	24526.0	29720.0	32790.0	33446.0	34801.0	37682.0	87887.0	2228028.0
