Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
fastQC | 241	89.14466973292338	52.0	134.62963487997706	18.181818181818183	4909728.0
fastQC | 242	70.29428537915737	50.0	134.29295139956338	9.090909090909092	1284865.0
fastQC | 243	89.14719352293952	47.0	134.8997553357002	9.090909090909092	4003036.0
fastQC | 244	88.15295084254838	46.0	134.95466490839414	9.090909090909092	2971098.0
fastQC | 245	88.39038365840634	49.0	135.51756916827264	9.090909090909092	3500991.0
fastQC | 246	90.04607134880868	48.0	134.94693211710631	9.090909090909092	8541607.0
fastQC | 247	85.0374716805463	47.0	134.90460643293767	9.090909090909092	3416635.0
fastQC | 248	89.28051861761648	46.0	135.23248226129496	9.090909090909092	3542395.0
fastQC | 249	87.48068722965962	49.0	134.74650647838382	9.090909090909092	2705150.0
fastQC | 25	66.0209135038228	42.0	134.67191611706738	9.090909090909092	1822540.0
fastQC | 250	88.09632530868774	47.0	134.52008141306248	9.090909090909092	2802990.0
fastQC | 251	87.13095574511057	46.0	133.7929812899568	9.090909090909092	1534470.0
fastQC | 252	85.94284102411586	47.0	133.42077920282003	9.090909090909092	1590908.0
fastQC | 253	83.73195605599035	43.0	134.16460382264648	9.090909090909092	1859811.0
fastQC | 254	86.61398270097787	47.0	133.27375109365656	9.090909090909092	3133982.0
fastQC | 255	86.4698647702646	47.0	133.69282542793798	9.090909090909092	1171373.0
fastQC | 256	85.05935653637101	47.0	133.9822490712972	9.090909090909092	2095665.0
fastQC | 257	83.259142980399	47.0	133.84216620724706	9.090909090909092	1597668.0
fastQC | 258	90.42870624223043	47.0	134.22616664785855	9.090909090909092	1178569.0
fastQC | 259	88.24589210100288	54.0	135.01396663693737	18.181818181818183	2445399.0
fastQC | 26	69.51935410414642	40.0	133.83963274547096	9.090909090909092	1557394.0
fastQC | 260	88.14841483520843	53.0	134.7859932487808	9.090909090909092	2464740.0
fastQC | 261	85.37900454700525	53.0	134.7636193034684	18.181818181818183	2116573.0
fastQC | 262	88.27980576520048	52.0	134.8010856237171	9.090909090909092	3049307.0
fastQC | 263	93.02099108344345	54.0	135.01218021469143	9.090909090909092	2194871.0
fastQC | 264	85.98199598605103	54.0	135.11978897443043	18.181818181818183	2149313.0
fastQC | 265	93.14675782473002	53.0	135.50513039603572	18.181818181818183	2450688.0
fastQC | 266	91.07996704419423	49.0	135.34034827624006	9.090909090909092	2800593.0
fastQC | 267	90.63291368559996	47.0	135.29888859578753	9.090909090909092	1292689.0
fastQC | 268	86.90653773156744	48.0	134.40677524247351	9.090909090909092	1426960.0
fastQC | 269	88.09125080636453	44.0	134.3386963623544	9.090909090909092	1926026.0
fastQC | 27	71.54920198716034	43.0	135.959151402159	9.090909090909092	1663827.0
fastQC | 270	88.4348774214449	45.0	134.86258016672988	9.090909090909092	2599894.0
fastQC | 271	68.11113699430474	47.0	133.74787037150526	18.181818181818183	815870.0
fastQC | 272	87.08408171082303	44.0	134.82250930557888	9.090909090909092	1829279.0
fastQC | 273	87.14336398897039	44.0	134.18833062337907	9.090909090909092	1562757.0
fastQC | 274	88.90135184829275	43.0	134.02078760809968	9.090909090909092	1576901.0
fastQC | 275	87.85273734401423	52.0	134.6500918582943	18.181818181818183	1479997.0
fastQC | 276	86.09115970630484	55.0	134.95094635711126	18.181818181818183	1501336.0
fastQC | 277	86.04263374015525	57.0	134.90080198812117	9.090909090909092	2629216.0
fastQC | 278	85.21316495800626	56.0	134.84905954523805	18.181818181818183	2091116.0
fastQC | 279	90.2314150711712	52.0	133.9765222145207	18.181818181818183	1024330.0
fastQC | 28	68.11899489345616	41.0	134.81121765888702	9.090909090909092	1794813.0
fastQC | 280	82.32398140266149	51.0	134.36254536494894	9.090909090909092	2370222.0
fastQC | 281	88.2796275618523	54.0	134.76255241456354	18.181818181818183	1209349.0
fastQC | 282	86.69476216056205	56.0	134.50474664168493	18.181818181818183	1494425.0
fastQC | 283	88.18779801663003	58.0	134.54263577755248	9.090909090909092	3920475.0
fastQC | 284	84.22659710811462	59.0	134.55220279908747	18.181818181818183	5881131.0
fastQC | 285	86.19331778063624	52.0	134.84146154298355	18.181818181818183	2534609.0
fastQC | 286	88.73624197447933	46.0	134.82306782207016	9.090909090909092	3003049.0
fastQC | 287	88.871436861972	63.0	134.5887025837263	18.181818181818183	4458754.0
fastQC | 288	69.8733550949449	58.0	134.64138200600436	18.181818181818183	1634812.0
fastQC | 289	89.22013034011108	55.0	134.8449497003752	18.181818181818183	4381146.0
fastQC | 29	64.71068340075527	43.0	134.58335822865445	9.090909090909092	1897947.0
fastQC | 290	91.76022239782202	53.0	135.3497621218187	18.181818181818183	2487828.0
fastQC | 291	84.60391642537512	49.0	134.29124655356713	18.181818181818183	7605690.0
fastQC | 292	87.07369741587827	45.0	133.97208927913667	9.090909090909092	4685798.0
fastQC | 293	86.32249691602382	46.0	134.24540097694262	9.090909090909092	4520634.0
fastQC | 294	76.66960917745767	46.0	133.8156266370656	9.090909090909092	5134950.0
fastQC | 295	87.89006564136031	42.0	133.057148629482	9.090909090909092	4623033.0
fastQC | 296	87.89268860441496	43.0	133.7263267102755	9.090909090909092	4518658.0
fastQC | 297	86.39099836408474	47.0	134.16623763462994	9.090909090909092	4309313.0
fastQC | 298	87.48837589129622	45.0	133.6877750449474	9.090909090909092	6121045.0
fastQC | 299	88.35481640439329	51.0	135.33196139240445	9.090909090909092	3056497.0
fastQC | 3	74.99618270305713	56.0	131.53853391858325	9.090909090909092	1186046.0
fastQC | 30	69.26457811705703	40.0	133.6569715015628	9.090909090909092	1608018.0
fastQC | 300	87.95624438538115	50.0	134.86819608904256	9.090909090909092	2243287.0
fastQC | 301	89.1841764558009	54.0	134.97747720151793	18.181818181818183	6365994.0
fastQC | 302	91.41408237750305	49.0	135.3583240820892	9.090909090909092	4883127.0
fastQC | 303	87.6632398589824	49.0	134.99861269786504	9.090909090909092	2765079.0
fastQC | 304	90.09604795983118	50.0	135.80616225148177	9.090909090909092	3828341.0
fastQC | 305	89.1403181755401	49.0	135.43579099511362	9.090909090909092	3915985.0
fastQC | 306	90.08213342822995	56.0	134.2511632148723	9.090909090909092	5603221.0
fastQC | 307	88.14703906336408	46.0	135.03238579376622	9.090909090909092	3309167.0
fastQC | 308	87.51020907142338	48.0	134.68959629614855	9.090909090909092	2832943.0
fastQC | 309	87.28366563361297	47.0	134.99326871055342	9.090909090909092	2665314.0
fastQC | 31	64.61859352861624	43.0	135.08154023854271	9.090909090909092	1664859.0
fastQC | 310	88.8615835169178	44.0	134.8446224954659	9.090909090909092	3433972.0
fastQC | 311	88.88463801678822	46.0	134.71164224422824	9.090909090909092	3464710.0
fastQC | 312	89.24498067303841	43.0	134.81822296784904	9.090909090909092	3137107.0
fastQC | 313	88.68323449350011	45.0	134.89495643362045	9.090909090909092	3611730.0
fastQC | 314	87.0593497981169	49.0	134.8260624939594	9.090909090909092	2607356.0
fastQC | 315	87.42005358803277	50.0	134.40665359486815	9.090909090909092	3102353.0
fastQC | 316	84.73063952512402	48.0	134.30936418249658	9.090909090909092	2855615.0
fastQC | 317	84.77342392654371	50.0	134.69780583693603	9.090909090909092	2894361.0
fastQC | 318	85.39733602417797	49.0	135.1581227103502	9.090909090909092	2621034.0
fastQC | 319	84.65793027584294	47.0	133.74535687040486	9.090909090909092	3461943.0
fastQC | 32	67.32841372482567	40.0	133.31878837681754	9.090909090909092	1533315.0
fastQC | 320	86.46748234808007	48.0	134.85372122210444	9.090909090909092	3516197.0
fastQC | 321	87.92804653312011	49.0	134.23677018404697	9.090909090909092	3039876.0
fastQC | 322	84.75648236448235	50.0	135.1974822378283	18.181818181818183	2337552.0
fastQC | 323	89.28589891689326	46.0	134.72645669254524	9.090909090909092	4277670.0
fastQC | 324	88.24168478227406	47.0	133.60632785808824	9.090909090909092	4175947.0
fastQC | 325	89.04984651165299	50.0	135.44775978539315	9.090909090909092	4301820.0
fastQC | 326	89.2412371120188	49.0	134.8128679180216	9.090909090909092	5178973.0
fastQC | 327	89.4687777936748	47.0	134.58406025055424	9.090909090909092	4968585.0
fastQC | 328	89.39140080448718	46.0	135.21416004020762	9.090909090909092	4243971.0
fastQC | 329	89.30022163762868	47.0	135.07536871353597	9.090909090909092	4262591.0
fastQC | 33	90.91382448085544	43.0	134.22877149421797	9.090909090909092	6717795.0
fastQC | 330	89.50088223000745	44.0	133.99885678578178	9.090909090909092	3191003.0
fastQC | 34	82.6747313499616	43.0	134.17786846176688	9.090909090909092	1535736.0
fastQC | 35	63.1526565861191	49.0	135.16772833285168	18.181818181818183	1719781.0
fastQC | 36	88.22509366939201	45.0	134.48886729816294	9.090909090909092	2567975.0
fastQC | 37	90.67020279055002	47.0	134.62339222610686	9.090909090909092	6801174.0
fastQC | 38	68.58070300961037	42.0	134.81162610476198	9.090909090909092	1868502.0
fastQC | 39	86.17362606712048	43.0	134.21445073824157	9.090909090909092	1135333.0
fastQC | 4	81.88865525512571	49.0	132.4143508428613	18.181818181818183	984207.0
fastQC | 40	83.85810071397472	42.0	134.81758882566814	9.090909090909092	1887039.0
fastQC | 41	89.43821125307262	46.0	134.48697662034073	9.090909090909092	4067339.0
fastQC | 42	87.08879408004783	50.0	134.98121732927228	18.181818181818183	2220451.0
fastQC | 43	85.59818660879172	51.0	135.7631561407035	18.181818181818183	1935389.0
fastQC | 44	88.14548073371388	54.0	134.90622846200498	18.181818181818183	3142702.0
fastQC | 45	89.17770702605219	49.0	133.9104082098363	9.090909090909092	3935182.0
fastQC | 46	86.20592240607257	59.0	134.29380772702527	18.181818181818183	848606.0
fastQC | 47	88.02866726647129	49.0	134.67560761302312	9.090909090909092	2490154.0
fastQC | 48	87.68024599513717	49.0	134.80789386771303	18.181818181818183	2743218.0
fastQC | 49	87.79594264734082	43.0	134.00363214931124	9.090909090909092	5542999.0
fastQC | 5	74.00407698158719	57.0	131.34377706865703	9.090909090909092	1512358.0
fastQC | 50	87.17568678744414	44.0	133.69329933527757	9.090909090909092	4919497.0
fastQC | 51	87.96279498643878	45.0	134.52092817423988	9.090909090909092	6087607.0
fastQC | 52	90.47735418525706	44.0	134.52586980753196	9.090909090909092	14103120.0
fastQC | 53	86.24847144491923	47.0	133.942555558102	9.090909090909092	3185269.0
fastQC | 54	87.35905314427048	48.0	135.0864887416737	18.181818181818183	6078479.0
fastQC | 55	89.24502103950557	47.0	134.7922568351758	9.090909090909092	12728568.0
fastQC | 56	87.53082920718003	42.0	134.45648924284885	9.090909090909092	3845256.0
fastQC | 57	89.26987002429172	49.0	134.5027891118859	9.090909090909092	5861364.0
fastQC | 58	89.19640048911106	48.0	134.66855240663062	9.090909090909092	4260043.0
fastQC | 59	89.02425209724493	47.0	134.38955529322652	9.090909090909092	3612088.0
fastQC | 6	79.20522577381877	47.0	132.90520266075268	9.090909090909092	2928194.0
fastQC | 60	61.55632068430024	47.0	134.0274088908609	18.181818181818183	1250835.0
fastQC | 61	57.002457471705306	52.0	133.9137835240452	9.090909090909092	1884431.0
fastQC | 62	86.93918877359292	48.0	134.2867446422085	18.181818181818183	2408875.0
fastQC | 63	87.92485344853304	49.0	134.483702327486	9.090909090909092	4933005.0
fastQC | 64	86.73563192644987	46.0	134.53480096178455	9.090909090909092	988579.0
fastQC | 65	81.92599988165443	41.0	135.23531120425318	9.090909090909092	1466577.0
fastQC | 66	68.07788831360722	41.0	134.05097330363765	9.090909090909092	1680154.0
fastQC | 67	90.12899614049971	43.0	134.9028952476162	9.090909090909092	5097526.0
fastQC | 68	84.57497164976988	42.0	134.86503353247522	9.090909090909092	2578396.0
fastQC | 69	90.44346037499987	41.0	134.13267951769888	9.090909090909092	4646060.0
fastQC | 7	76.16922196912617	55.0	131.99501682844124	9.090909090909092	1904811.0
fastQC | 70	90.68974758960047	40.0	134.43848615346812	9.090909090909092	5404458.0
fastQC | 71	65.86675827481976	42.0	134.57303990342498	9.090909090909092	1389179.0
fastQC | 72	83.19030165883245	43.0	134.30304408937363	9.090909090909092	982527.0
fastQC | 73	88.94326045916671	46.0	134.7063758417158	9.090909090909092	12630599.0
fastQC | 74	89.22239659728913	44.0	134.17686238284782	9.090909090909092	10193366.0
fastQC | 75	87.19898224028523	44.0	134.46477275407437	9.090909090909092	5087880.0
fastQC | 76	91.49001013766765	45.0	134.79944078754747	9.090909090909092	17384806.0
fastQC | 77	89.03300117656184	44.0	134.2496592637558	9.090909090909092	10081845.0
fastQC | 78	88.24232063979096	44.0	134.68802781787934	9.090909090909092	9582614.0
fastQC | 79	89.1977202318624	44.0	134.1222614187882	9.090909090909092	12552120.0
fastQC | 8	77.25306783935716	50.0	132.1019442152867	18.181818181818183	1705521.0
fastQC | 80	89.4457151002837	43.0	134.7972539601337	9.090909090909092	7527713.0
fastQC | 81	87.66338298263531	48.0	134.82364124520785	9.090909090909092	2867184.0
fastQC | 82	88.59448296536938	46.0	133.35948876658614	9.090909090909092	3636695.0
fastQC | 83	90.27877060247856	43.0	133.85992740559863	9.090909090909092	8167572.0
fastQC | 84	90.19379344401031	46.0	133.87143293962185	9.090909090909092	9804642.0
fastQC | 85	89.9421012396406	46.0	134.0147142684001	9.090909090909092	7161756.0
fastQC | 86	86.0471144692852	48.0	135.09317754808035	18.181818181818183	912795.0
fastQC | 87	89.3685376652461	51.0	134.2812553423578	18.181818181818183	9218776.0
fastQC | 88	90.38919479214906	43.0	133.8023411798607	9.090909090909092	5798871.0
fastQC | 89	89.37606531820467	43.0	134.08938337200317	9.090909090909092	3451011.0
fastQC | 9	64.46850489417454	44.0	134.53328990713598	9.090909090909092	1851417.0
fastQC | 90	90.52718194748975	44.0	135.11716490082216	9.090909090909092	5110114.0
